"","IDnum","ageOfTheHouseholdHead","householdSize","farmSize","shareOfHiredLabour","commercializationIndex","totalLaborManDays","farmType","creditaccess","cropChoice","IfHireLabour","perCapitaIncome","percentNonfarmIncome","intensificationStrategies","topgraphicWetnessIndex","distanceToBigMarket"
"1",851,47,6,1.41640102863312,2.70270276069641,47.6844444274902,156.735275268555,"Diversifier","No","RiceMaizeAndVegit","Yes",379679.03125,0,"ApplyFertilizer",17.5766559109231,24.0940074920654
"2",815,51,6,0.809372007846832,0.104058273136616,76.582275390625,1187.34033203125,"Subsistence","No","VegitAndRice","Yes",130559.1328125,0,"UseIrrigationAndFertilizerApplication",23.5675185356614,40.460033416748
"3",985,41,5,1.71991550922394,90.4109573364258,20.8737144470215,169.775787353516,"Subsistence","Yes","Rice","Yes",307358.34375,0,"None",18.6730993559411,6.9376163482666
"4",770,41,4,3.64217400550842,52.4271850585938,49.7716903686523,56.559627532959,"Subsistence","No","Rice","Yes",587020.125,0,"ApplyImprovedSeed",23.8552005899586,15.8095769882202
"5",852,25,3,2.2257730960846,48.2758636474609,71.3375778198242,208.466888427734,"Diversifier","Yes","RiceAndMaize","Yes",651787.3125,0,"None",15.8896198144762,21.8807010650635
"6",800,66,5,2.42811608314514,15.1543502807617,54.1666679382324,220.129501342773,"Subsistence","No","VegitAndRice","Yes",381312.90625,0,"None",17.2804419999645,40.538501739502
"7",1031,51,2,0.910543501377106,49.3013954162598,51.0638313293457,550.220825195312,"Diversifier","No","RiceAndMaize","Yes",854152.375,0,"CropMultipleTimes",18.3263390586179,2.91907596588135
"8",876,64,11,0.101171500980854,2.15053772926331,70.7317047119141,2757.69360351562,"Diversifier","No","RiceAndMaize","Yes",290909.09375,0,"None",18.5714615011821,49.6927642822266
"9",1023,43,8,2.93397355079651,21.2765960693359,75.6215438842773,96.1153869628906,"Subsistence","No","Rice","Yes",258940.6875,0,"UseIrrigationAndFertilizerApplication",26.4201497855555,12.373553276062
"10",902,48,6,3.3386595249176,78.5714263916016,52.6315803527832,670.927978515625,"Subsistence","No","Rice","Yes",635866.375,0,"ApplyImprovedSeed",18.9386699719233,35.0140266418457
"11",827,31,2,0.910543501377106,0.952380955219269,48.3173065185547,345.947235107422,"Diversifier","No","RiceAndMaize","Yes",887328.5625,16.316255569458,"ApplyImprovedSeed",19.0735842613385,60.4248237609863
"12",1008,38,4,0.809372007846832,66.6666641235352,57.5534248352051,667.183959960938,"Subsistence","No","Rice","Yes",250487.53125,0,"None",31.6545434959862,1.93504118919373
"13",777,34,5,6.07029008865356,0.243902444839478,62.0402374267578,135.08415222168,"Diversifier","No","RiceAndMaize","Yes",166039.15625,0,"None",24.771491264009,15.8629369735718
"14",817,37,4,1.31522953510284,58.8235282897949,80,413.616027832031,"Subsistence","Yes","Rice","Yes",236322.59375,0,"None",28.2770484397723,42.0211944580078
"15",850,52,4,1.82108700275421,21.9239864349365,46.8780670166016,405.755828857422,"Diversifier","No","Maize","Yes",64649.2109375,0,"None",17.3708038697095,24.2741546630859
"16",812,32,3,1.21405804157257,81.5046997070312,71.7076721191406,525.510314941406,"Subsistence","Yes","RiceAndMaize","Yes",1112809,45.2144622802734,"ApplyFertilizer",25.2414948635945,43.2140693664551
"17",992,75,7,1.61874401569366,1.54320991039276,46.1538467407227,400.310363769531,"Subsistence","Yes","RiceAndMaize","Yes",275447.4375,15.7127552032471,"ApplyImprovedSeed",31.6575116162932,1.98155081272125
"18",1014,41,8,2.02343010902405,87.4477005004883,32.4561386108398,236.232528686523,"Subsistence","No","Rice","Yes",429958.875,48.3239517211914,"UseIrrigationAndFertilizerApplication",26.4201497855555,12.4745578765869
"19",948,51,6,1.01171505451202,2.02702713012695,61.0169486999512,438.858734130859,"Subsistence","Yes","Rice","Yes",33138.09765625,0,"None",18.1100053391642,19.9247531890869
"20",809,41,5,4.85623216629028,73.5,0,82.3683853149414,"Subsistence","No","Rice","Yes",1494141.875,19.9806632995606,"None",18.1121731548551,63.4132194519043
"21",819,57,6,3.43983101844788,10.693302154541,13.3790473937988,494.791748046875,"Subsistence","Yes","RiceAndMaize","Yes",922661.8125,0,"CropMultipleTimes",28.9082562810587,42.269359588623
