,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
1,750,45,5,1.7199155,4.347826,19.461788,200.59125,Subsistence,No,RiceAndMaize,Yes,405027.19,0,101,None,17.59947,18.193504,414.28571,1144.301,10
2,752,49,4,2.1246016,33.333332,37.497826,146.85106,Subsistence,Yes,Rice,Yes,595077.19,32.27763,101,None,25.413345,18.50839,414.28571,1144.301,10
3,755,32,2,0.9105435,54.545456,47.074646,422.8244,Subsistence,No,Rice,Yes,220398.59,0,101,None,20.577631,19.077848,414.28571,1144.301,1
4,761,55,4,4.8562322,31.04612,49.109791,183.06374,Diversifier,No,RiceMaizeAndVegit,Yes,147613.84,0,101,None,17.862169,17.885519,414.28571,1144.301,9
5,766,39,8,4.1480317,3.0495553,79.451828,189.72855,Subsistence,No,RiceAndMaize,Yes,333598.22,0,101,None,15.142417,15.522437,414.28571,1144.301,2
6,770,41,4,3.642174,52.427185,49.77169,56.559628,Subsistence,No,Rice,Yes,587020.13,0,101,ApplyImprovedSeed,23.8552,15.809577,0,1144.301,9
7,783,37,2,0.70820051,70.09346,64.008781,453.26147,Subsistence,Yes,Rice,Yes,237837.02,0,101,ApplyImprovedSeed,18.439484,28.176243,0,1040.9524,2
8,801,44,8,1.0117151,57.915058,28.571428,256.00095,Subsistence,No,Rice,Yes,48991.938,0,121,None,25.107964,40.536125,0,1232.2581,9
9,807,28,3,2.2257731,8.0402012,46.544102,89.407135,Subsistence,No,RiceAndMaize,Yes,339793.09,8.9096441,121,CropMultipleTimes,23.8552,40.002346,660,1232.2581,9
10,810,50,6,2.4281161,72.781731,33.742332,45.834572,Subsistence,No,Rice,Yes,107609.92,22.04101,121,None,26.38093,41.3634,0,1232.2581,8
11,812,32,3,1.214058,81.5047,71.707672,525.51031,Subsistence,Yes,RiceAndMaize,Yes,1112809,45.214462,121,ApplyFertilizer,25.241495,43.214069,660,1232.2581,6
12,820,47,5,1.821087,55.353077,57.142857,401.77466,Subsistence,No,Rice,Yes,385735.5,5.8229632,121,None,16.587296,40.737221,0,1232.2581,4
13,837,43,11,2.0234301,35,28.53067,296.52618,Diversifier,No,RiceAndMaize,Yes,145443.83,0,131,None,19.29722,62.510551,888.88892,1138.0952,9
14,851,47,6,1.416401,2.7027028,47.684444,156.73528,Diversifier,No,RiceMaizeAndVegit,Yes,379679.03,0,61,ApplyFertilizer,17.576656,24.094007,861.11108,1167.816,8
15,854,51,4,1.618744,1.3605442,11.940299,181.6223,Diversifier,Yes,RiceAndMaize,Yes,108895.25,0,61,ApplyImprovedSeed,26.494257,19.674561,861.11108,1167.816,4
16,872,70,8,0.1011715,0,18.613138,1897.7676,Subsistence,No,RiceAndMaize,No,56785.719,0,241,None,16.342344,49.563278,777.77777,1104.762,8
17,884,36,11,9.7124643,57.798164,21.621622,101.00423,AgroPastoralist,No,RiceAndMaize,Yes,1027857.2,0,241,None,18.593428,41.708519,777.77777,1104.762,4
18,886,39,4,5.7161899,72.222221,0,113.36223,AgroPastoralist,No,Rice,Yes,15712500,91.893127,241,None,16.705652,42.163525,0,946.66669,3
19,926,66,4,0.50585753,41.558441,42.363113,304.43353,Subsistence,No,Rice,Yes,14209.362,0,83,None,17.045866,4.4194479,0,1312.6154,6
20,938,36,7,3.035145,76.749435,41.322315,145.95679,Subsistence,Yes,Rice,Yes,203469.39,0,23,None,26.439198,17.426989,0,1138.2858,4
21,954,38,6,2.5292876,72.459015,57.290611,120.58732,Subsistence,Yes,Rice,Yes,601200.44,0,11,UseIrrigationAndFertilizerApplication,20.101101,12.77951,0,1247.595,3
22,955,48,2,0.80937201,53.846153,75,642.47339,Subsistence,Yes,Rice,Yes,513772.19,0,11,UseIrrigation,17.94512,13.986378,0,1247.595,4
23,956,35,3,1.3152295,75.949364,66.666664,360.39337,Diversifier,Yes,Maize,Yes,233144.64,0,11,None,16.99276,4.7152462,944.44446,0,3
24,957,51,6,6.2726331,1.2195122,0,156.87192,Subsistence,No,Rice,Yes,175829.8,0,11,None,17.440956,15.455795,0,1247.595,2
25,965,48,7,6.0702901,56.52174,21.549213,37.889458,Diversifier,Yes,RiceAndMaize,Yes,844024.06,0,11,UseIrrigationAndFertilizerApplication,17.393709,13.083929,944.44446,1247.595,8
26,981,47,7,1.416401,36.226414,66.666664,187.0939,Subsistence,Yes,Rice,Yes,95173.258,0,11,None,19.099529,6.4641552,0,1247.595,3
27,994,42,4,0.9105435,56.324471,68.590607,380.22162,Subsistence,No,Rice,Yes,205508.81,0,91,None,18.186281,1.9350412,0,1403.9215,8
28,1043,73,5,0.30351451,0.3508772,0,938.99957,Subsistence,No,Rice,Yes,39400,0,83,None,19.184811,3.01794,1111.1111,1466.6666,7
29,1047,50,4,0.70820051,31.578947,17.49548,107.31424,Diversifier,Yes,RiceAndMaize,Yes,288271.63,0,83,CropMultipleTimes,19.184811,3.01794,1111.1111,1466.6666,3
30,1048,55,1,0.50585753,0,0,672.12604,Diversifier,No,VegitAndRice,No,NA,13.5959,83,CropMultipleTimes,25.176956,3.8713896,1111.1111,1466.6666,10
