,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
1,759,46,4,2.0234301,96.610168,63.470318,87.47522,Diversifier,Yes,RiceMaizeAndVegit,Yes,1399863.6,59.099186,101,UseIrrigationAndFertilizerApplication,25.464638,17.996923,414.28571,1144.301,9
2,765,32,4,4.2492032,34.117645,80,220.04126,Subsistence,No,Rice,Yes,834819.06,0,101,None,15.547224,3.9284773,0,1144.301,7
3,779,38,5,12.14058,68.478264,33.67347,15.155783,AgroPastoralist,Yes,RiceAndMaize,Yes,986050.81,36.978363,101,ApplyFertilizer,17.528452,34.962547,1000,1040.9524,2
4,782,35,5,3.642174,75.543953,49.603176,315.47092,Diversifier,No,RiceAndMaize,Yes,486714.31,6.0291791,101,ApplyImprovedSeed,17.503759,34.862686,1000,1040.9524,8
5,787,37,6,0.9105435,1.8348624,75,359.12616,Subsistence,Yes,Rice,Yes,74095.242,0,101,None,22.468906,32.483341,0,1040.9524,6
6,800,66,5,2.4281161,15.15435,54.166668,220.1295,Subsistence,No,VegitAndRice,Yes,381312.91,0,121,None,17.280441,40.538502,0,1232.2581,5
7,802,55,7,4.0468602,4.2007003,46.666668,211.76912,Subsistence,Yes,Rice,Yes,158041.48,0,121,None,23.567518,40.007282,0,1232.2581,2
8,819,57,6,3.439831,10.693302,13.379047,494.79175,Subsistence,Yes,RiceAndMaize,Yes,922661.81,0,121,CropMultipleTimes,28.908257,42.26936,660,1232.2581,4
9,824,65,5,0.80937201,19.23077,58.823528,449.73138,Diversifier,No,RiceAndMaize,Yes,300100,0,131,CropMultipleTimes,17.104828,63.122982,888.88892,1138.0952,6
10,827,31,2,0.9105435,0.95238096,48.317307,345.94724,Diversifier,No,RiceAndMaize,Yes,887328.56,16.316256,131,ApplyImprovedSeed,19.073584,60.424824,888.88892,1138.0952,4
11,843,74,4,3.439831,59.92218,47.080978,74.712975,Subsistence,No,RiceAndMaize,Yes,219465.5,6.0128555,61,ApplyImprovedSeed,30.07728,15.747684,861.11108,1167.816,6
12,844,39,5,2.0234301,60,46.544182,126.02363,Subsistence,No,RiceAndMaize,Yes,417948.25,6.9814334,61,None,18.739361,22.77095,861.11108,1167.816,10
13,847,25,2,1.0117151,100,73.333336,142.33257,Subsistence,Yes,Rice,Yes,289396.5,0,61,None,17.979952,22.825108,0,1167.816,3
14,848,52,6,3.1363165,1.8404908,14.551805,103.94359,Subsistence,Yes,Rice,Yes,392126.41,0,61,None,26.979765,15.780746,0,1167.816,7
15,869,61,6,2.1246016,36.363636,32.64418,62.129295,Subsistence,No,Rice,Yes,801666.06,0,241,None,16.699018,49.398434,777.77777,1104.762,8
16,880,56,4,1.0117151,66.666664,74.817139,177.91571,Subsistence,No,Rice,Yes,328862.38,0,241,None,16.24103,41.545147,0,1104.762,7
17,895,35,7,2.4281161,45.525291,20.588236,105.84338,Subsistence,Yes,Rice,Yes,666428.56,5.9488401,23,None,18.839085,33.006721,0,1860,9
18,910,40,3,0.80937201,58.131489,39.644283,357.06696,Subsistence,No,VegitAndRice,Yes,731029.44,20.479792,23,None,30.372133,23.381191,0,1138.2858,5
19,918,79,5,3.035145,0.44444445,50,74.131546,Subsistence,No,Rice,Yes,336600,0,23,UseIrrigation,17.766525,23.394173,676.88849,1138.2858,7
20,920,52,7,0.80937201,82.885902,52.573185,368.18668,Subsistence,No,Rice,Yes,117668.12,12.380516,83,ApplyFertilizer,25.033855,4.3918834,0,1312.6154,3
21,925,72,2,1.416401,76.264595,0,2177.3494,Diversifier,No,RiceAndMaize,Yes,589070.69,16.781557,83,None,16.705652,4.0163684,805.68878,1312.6154,4
22,974,50,8,2.4281161,21.22016,71.428574,155.2644,Subsistence,No,Rice,Yes,153871.84,31.414028,11,None,18.686893,7.0805554,0,1247.595,4
23,978,62,4,2.3269446,54.077251,47.784534,200.2626,Subsistence,Yes,Rice,Yes,341237.16,0,11,None,18.864561,6.3623762,0,1247.595,9
24,980,52,6,2.2257731,2.9126213,66.666664,185.10422,Subsistence,Yes,Rice,Yes,84597.148,0,11,None,26.799639,6.553556,0,1247.595,3
25,983,70,4,2.5292876,0.68965518,22.200199,229.31358,Subsistence,No,Rice,Yes,202660.13,0,11,None,18.700499,7.1601477,0,1247.595,5
26,1010,48,6,4.6538892,99.10714,56.798817,336.92252,Subsistence,No,Rice,Yes,909907.25,4.3206229,11,None,25.965414,10.693714,0,1247.595,9
27,1011,38,4,1.214058,9.4117651,44.275215,140.02626,Diversifier,No,RiceAndMaize,Yes,230907.88,0,11,UseIrrigationAndFertilizerApplication,27.084026,11.842398,944.44446,1247.595,2
28,1017,37,4,2.1246016,25.992781,90,260.75476,Subsistence,No,Rice,Yes,329348.13,0,11,None,24.953814,12.719184,0,1247.595,4
29,1031,51,2,0.9105435,49.301395,51.063831,550.22083,Diversifier,No,RiceAndMaize,Yes,854152.38,0,83,CropMultipleTimes,18.32634,2.919076,1111.1111,1466.6666,9
30,1037,37,3,1.618744,2.749141,56.724178,179.769,Diversifier,No,RiceAndMaize,Yes,186658.42,0,83,None,19.073584,2.716146,1111.1111,1466.6666,3
31,1039,73,7,5.6656041,30.249111,4.9180326,49.597534,Diversifier,No,RiceMaizeAndVegit,Yes,116142.86,0,83,ApplyImprovedSeed,16.453764,4.3303905,1111.1111,1466.6666,5
