,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
1,753,55,6,4.8562322,14.072847,65.180099,124.37626,Diversifier,Yes,VegitAndMaize,Yes,234051.44,0,101,ApplyFertilizer,17.452868,18.226015,414.28571,1144.301,6
2,767,42,7,4.6538892,87.628868,0,104.21391,Subsistence,No,Rice,Yes,1416497.8,13.710546,101,None,16.587296,16.986769,0,1144.301,8
3,769,26,4,0.202343,96.92308,83.333336,321.23669,Subsistence,No,Rice,Yes,877338.63,0,101,ApplyFertilizer,14.742821,16.10825,0,1144.301,9
4,784,62,3,10.11715,87.921844,11.049724,55.648083,Subsistence,Yes,RiceAndMaize,Yes,670809.56,0,101,ApplyImprovedSeed,17.503759,34.862686,1000,1040.9524,1
5,803,60,2,2.0234301,100,30.539946,420.57297,Subsistence,No,RiceAndMaize,Yes,700211.5,13.259624,121,CropMultipleTimes,22.468906,39.817623,660,1232.2581,5
6,804,46,7,2.7316306,80.645164,50.813007,158.87947,Subsistence,No,Rice,Yes,381299.56,4.0379601,121,None,25.241495,40.41098,0,1232.2581,7
7,814,38,4,1.416401,57.943924,25,302.17432,Subsistence,No,Rice,Yes,221008.06,0,121,None,27.986359,40.997601,0,1232.2581,3
8,816,39,6,1.416401,28.813559,60,249.92921,Subsistence,Yes,Rice,Yes,490698.94,72.19796,121,None,28.849028,40.941902,0,1232.2581,1
9,817,37,4,1.3152295,58.823528,80,413.61603,Subsistence,Yes,Rice,Yes,236322.59,0,121,None,28.277048,42.021194,0,1232.2581,4
10,835,64,6,1.214058,0,26.31579,177.91571,Diversifier,No,RiceAndMaize,Yes,96311.039,1.4027877,131,CropMultipleTimes,17.687719,62.844769,888.88892,1138.0952,7
11,857,44,7,0.05058575,2.3346303,75.894783,2540.241,Subsistence,Yes,RiceMaizeAndVegit,Yes,821855,0,61,None,16.006372,15.569307,861.11108,1167.816,2
12,858,35,3,1.618744,15.544043,12.698413,79.485489,Diversifier,No,RiceAndMaize,Yes,440672.41,0,61,None,15.32487,14.670762,861.11108,1167.816,6
13,862,36,5,1.821087,61.855671,54.253658,106.52978,Subsistence,No,RiceAndMaize,Yes,21580.371,0,61,None,14.449434,14.445888,861.11108,1167.816,7
14,874,46,11,7.689034,0,0,43.340946,AgroPastoralist,No,RiceAndMaize,No,105558.45,0,241,None,18.437595,49.455452,777.77777,1104.762,8
15,890,46,5,1.3152295,2.4539878,75,247.86548,Subsistence,No,Rice,Yes,266320,0,23,None,18.950504,33.099644,0,1860,5
16,917,65,3,3.035145,2.8248587,89.400925,174.95045,Diversifier,No,RiceAndMaize,Yes,1399309.5,0,23,UseIrrigation,27.403379,23.588245,611.11108,1138.2858,10
17,933,36,5,1.618744,0.16051364,62.355778,384.8663,Subsistence,Yes,Rice,Yes,505814.84,33.516129,83,None,26.400732,3.979665,805.68878,1312.6154,9
18,941,40,5,1.821087,100,50,428.31561,Subsistence,No,Rice,Yes,1304885.8,77.846977,23,None,18.255932,17.808403,0,1138.2858,10
19,945,29,2,0.80937201,0.57306588,66.666664,862.39703,Subsistence,Yes,Rice,Yes,187614.3,0,23,None,25.118311,19.517048,0,1138.2858,10
20,946,30,4,0.70820051,73.333336,100,338.88708,Diversifier,No,Vegitables,Yes,141500,0,23,UseIrrigationAndFertilizerApplication,16.594004,19.81806,0,0,4
21,962,46,6,3.642174,57.324837,59.999996,28.737417,Subsistence,No,Rice,Yes,709303.63,78.985092,11,None,23.979164,15.493399,0,1247.595,1
22,976,40,5,0.9105435,0,26.740948,434.90509,Diversifier,No,RiceMaizeAndVegit,No,410954.06,0,11,UseIrrigationAndFertilizerApplication,19.837683,6.841404,944.44446,1247.595,1
23,1009,73,5,0.60702902,50.704224,54.380295,467.85242,Subsistence,Yes,VegitAndRice,Yes,77291.641,0,91,None,16.188538,4.4171572,805.68878,1403.9215,7
24,1012,65,2,5.2609181,99.130432,46.032707,153.01512,Diversifier,No,RiceAndMaize,Yes,3771724.3,0,11,None,17.452291,12.02346,944.44446,1247.595,2
25,1016,55,4,2.0234301,19.68504,83.333336,125.52942,Subsistence,No,Rice,Yes,259626.8,30.895832,11,ApplyImprovedSeed,26.596041,11.469936,0,1247.595,1
26,1024,43,7,1.7199155,22.580645,81.818184,270.36212,Subsistence,No,Rice,Yes,186612.47,0,11,ApplyImprovedSeed,17.30777,12.635365,0,1247.595,2
27,1027,50,11,13.152295,74.709976,49.383072,32.769947,AgroPastoralist,Yes,RiceAndMaize,Yes,1099151.8,0,11,None,17.875149,13.039379,944.44446,1247.595,8
28,1038,70,6,2.0234301,0.29239765,49.625019,169.01993,Subsistence,No,Rice,Yes,126840.84,0,83,None,19.124847,3.1331069,1111.1111,1466.6666,1
29,1042,78,2,1.0117151,7.6923075,1.7193948,192.74202,Subsistence,No,Rice,Yes,73387.5,0,83,None,25.033855,3.9936266,0,1466.6666,6
