,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
1,754,46,5,0.9105435,43.826088,33.333336,631.49097,Subsistence,Yes,VegitAndRice,Yes,1421.8079,0,101,ApplyFertilizer,17.452868,18.226015,0,1144.301,3
2,768,37,6,1.214058,7.5353217,97.312325,327.92914,Diversifier,No,RiceAndMaize,Yes,168503.83,0,101,None,16.240372,15.665535,414.28571,1144.301,10
3,773,41,8,8.4984064,38.650307,2.0995171,57.540199,AgroPastoralist,No,RiceAndMaize,Yes,827980.81,0,101,None,15.547224,16.732565,414.28571,1144.301,5
4,777,34,5,6.0702901,0.24390244,62.040237,135.08415,Diversifier,No,RiceAndMaize,Yes,166039.16,0,101,None,24.771492,15.862937,414.28571,1144.301,4
5,795,39,3,1.3152295,83.660133,46.980209,116.32951,Subsistence,Yes,Rice,Yes,514655.91,0,121,ApplyImprovedSeed,16.905748,40.092308,0,1232.2581,4
6,806,39,10,3.237488,0,0,29.034857,Diversifier,Yes,RiceAndMaize,No,118549.69,81.866768,121,None,23.8552,39.952099,660,1232.2581,1
7,809,41,5,4.8562322,73.5,0,82.368385,Subsistence,No,Rice,Yes,1494141.9,19.980663,121,None,18.112173,63.413219,0,1232.2581,6
8,821,36,6,1.618744,36.363636,41.176472,156.29402,Subsistence,Yes,RiceAndMaize,Yes,306769.25,34.384712,121,CropMultipleTimes,25.30212,41.442589,660,1232.2581,1
9,823,78,4,1.416401,88.442207,54.744526,140.49693,Subsistence,No,RiceAndMaize,Yes,473196.44,79.128334,131,None,16.934175,63.374664,888.88892,1138.0952,10
10,831,27,3,1.1128865,60.60606,56.81818,237.22095,Diversifier,No,RiceAndMaize,Yes,527047.63,0,131,CropMultipleTimes,22.468906,60.157692,888.88892,1138.0952,8
11,863,49,4,3.3386595,10.895884,62.962963,123.70234,Subsistence,No,Rice,Yes,430350.28,0,61,None,19.353886,20.091663,0,1167.816,8
12,876,64,11,0.1011715,2.1505377,70.731705,2757.6936,Diversifier,No,RiceAndMaize,Yes,290909.09,0,241,None,18.571461,49.692764,777.77777,1104.762,5
13,883,31,7,0.404686,100,41.13924,963.71014,Subsistence,No,RiceAndMaize,Yes,211040.86,0,241,None,23.567518,44.939392,777.77777,1104.762,7
14,897,29,3,1.214058,33.870968,44.117645,51.068398,Subsistence,No,Rice,Yes,662666.69,0,23,None,21.315128,32.141811,0,1860,3
15,900,55,6,4.1480317,1.8518518,25,156.21867,Subsistence,Yes,Rice,Yes,98446.398,0,23,None,18.770533,32.730236,805.68878,1860,3
16,901,49,3,2.2257731,1.1904762,0,150.95879,Subsistence,No,Rice,Yes,16800,0,23,None,26.850933,32.455135,0,1860,9
17,919,42,3,0.9105435,70.329674,26.041668,99.940308,Subsistence,No,Rice,Yes,149533.33,0,23,UseIrrigation,17.229992,23.494534,0,1138.2858,2
18,935,46,8,5.2609181,21.919851,51.42857,127.473,Diversifier,No,RiceAndMaize,Yes,812607.13,34.254246,23,ApplyFertilizer,16.188538,19.013287,611.11108,1138.2858,7
19,943,26,3,5.0585752,100,77.888443,50.014084,Subsistence,No,VegitAndRice,Yes,569361.94,0,23,UseIrrigationAndFertilizerApplication,17.156662,18.610903,0,1138.2858,7
20,959,63,10,0.80937201,45.714287,31.578947,172.97362,Subsistence,No,Rice,Yes,180153.17,0,11,ApplyImprovedSeed,19.01296,14.486462,0,1247.595,8
21,964,65,4,3.237488,99,75.583336,463.32217,Subsistence,Yes,RiceMaizeAndVegit,Yes,1225082.4,12.591193,11,ApplyImprovedSeed,18.838587,14.72172,944.44446,1247.595,10
22,971,49,10,1.0117151,0.17699115,0,558.45764,Subsistence,No,Rice,Yes,88084.336,0,11,None,27.132345,7.1431665,0,1247.595,2
23,972,40,4,0.45500001,0,40,831.04395,Subsistence,No,Rice,No,60874.406,0,11,None,20.272249,10.439437,0,1247.595,10
24,995,57,4,1.416401,74.285713,43.029259,197.68413,Subsistence,Yes,RiceAndMaize,Yes,626304.06,0,91,None,25.764744,1.9764371,805.68878,1403.9215,9
25,1015,53,9,3.9456885,19.791666,100,194.64284,Subsistence,No,Rice,Yes,74321.391,0,11,None,18.437595,12.156136,0,1247.595,4
26,1021,33,3,1.3152295,43.783783,66.666664,281.3197,Subsistence,No,Rice,Yes,346667.66,0,11,None,17.014219,11.403572,0,1247.595,1
27,1023,43,8,2.9339736,21.276596,75.621544,96.115387,Subsistence,No,Rice,Yes,258940.69,0,11,UseIrrigationAndFertilizerApplication,26.420149,12.373553,0,1247.595,1
28,1030,43,6,0.9105435,4.1095891,66.666664,240.51569,Subsistence,No,Rice,Yes,113366.66,0,83,None,16.476219,2.8771732,0,1466.6666,8
