,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
1,780,47,6,4.1480317,61.146496,83.333336,28.386957,Subsistence,No,Rice,Yes,268846.97,5.966938,101,None,29.996162,27.641029,0,1040.9524,1
2,793,45,3,1.618744,14.792899,23.455826,104.40193,Diversifier,Yes,RiceAndMaize,Yes,303238.09,0,101,None,17.503759,34.762833,1000,1040.9524,8
3,826,28,4,2.3269446,81.25,75.471695,371.30234,Subsistence,No,RiceAndMaize,Yes,795311.5,18.326572,131,ApplyImprovedSeed,25.995266,63.910694,888.88892,1138.0952,7
4,829,60,5,2.4281161,92.059837,29.873417,715.78125,Subsistence,No,VegitAndRice,Yes,176071.42,0,131,UseIrrigationAndFertilizerApplication,16.751854,63.664227,0,1138.0952,9
5,842,70,5,1.618744,6.818182,42.025318,81.544701,Diversifier,No,RiceAndMaize,Yes,112444.83,0,61,None,17.9793,24.862364,861.11108,1167.816,5
6,849,53,7,1.9222585,5.036726,37.774376,247.8855,Diversifier,No,Maize,Yes,256857.14,2.5075226,61,CropMultipleTimes,17.652424,24.36923,861.11108,0,10
7,856,31,3,2.6300001,78.350517,85.555557,36.882126,Diversifier,No,VegitAndRice,Yes,647067.5,0,61,ApplyImprovedSeed,17.221857,14.517167,0,1167.816,1
8,860,31,4,6.677319,1.459854,11.606782,41.034431,Diversifier,No,RiceAndMaize,Yes,464991.38,26.738379,61,None,17.400471,15.116503,861.11108,1167.816,7
9,877,45,8,4.1480317,29.779692,21.428572,238.00446,Subsistence,No,Rice,Yes,644375.06,0,241,None,17.15732,49.333759,0,1104.762,10
10,879,33,5,3.237488,7.3496661,46.875,277.37555,Subsistence,No,Rice,Yes,977371.5,0,241,None,19.01296,41.427082,0,1104.762,8
11,898,26,4,1.3152295,100,66.666664,404.49213,Subsistence,Yes,Rice,Yes,322875,0,23,None,18.950504,34.091888,0,1860,5
12,904,46,7,2.4281161,0.42462844,47.95137,193.97754,Subsistence,No,Rice,Yes,613505.69,0,23,None,19.040453,33.248669,0,1860,2
13,909,42,7,0.60702902,0.28248587,64.110428,583.16815,Subsistence,No,Rice,Yes,215933.14,0,23,CropMultipleTimes,15.142417,23.570866,0,1138.2858,7
14,923,40,8,1.5175725,16.666666,42.14418,138.37889,Subsistence,Yes,RiceAndMaize,Yes,238064.55,0,83,ApplyFertilizer,15.547224,5.7613769,805.68878,1312.6154,7
15,929,39,4,0.9105435,21.538462,46.875,214.15781,Diversifier,Yes,RiceAndMaize,Yes,182581.22,0,83,None,25.241495,4.7451982,805.68878,1312.6154,5
16,949,34,3,0.60702902,63.529411,57.142857,560.10504,Subsistence,No,Rice,Yes,64274.074,0,23,None,18.245523,19.82189,0,1138.2858,1
17,950,64,3,1.416401,73.28244,66.091957,277.46381,Diversifier,No,RiceMaizeAndVegit,Yes,3568271,80.849365,23,None,17.94512,19.918657,611.11108,1138.2858,10
18,970,58,6,4.2492032,25.324675,73.584908,144.96835,Subsistence,Yes,VegitAndRice,Yes,1277598,0,11,UseIrrigationAndFertilizerApplication,26.230106,10.771505,0,1247.595,6
19,979,37,6,1.0117151,52.380951,66.817497,332.10931,Subsistence,Yes,Rice,Yes,29513.148,0,11,None,20.640974,6.319284,0,1247.595,1
20,982,47,4,2.0234301,43.596729,59.269794,181.37518,Diversifier,No,VegitAndRice,Yes,508837.78,35.994942,11,ApplyImprovedSeed,26.838354,6.3144779,0,1247.595,3
21,986,30,4,2.4281161,2.4390244,76.92308,202.62622,Subsistence,No,Rice,Yes,272851.28,0,11,None,18.838587,6.8028355,0,1247.595,9
22,992,75,7,1.618744,1.5432099,46.153847,400.31036,Subsistence,Yes,RiceAndMaize,Yes,275447.44,15.712755,91,ApplyImprovedSeed,31.657511,1.9815508,805.68878,1403.9215,8
23,997,45,6,2.0234301,11.261261,75,219.42937,Subsistence,No,RiceAndMaize,Yes,22138.547,0,91,None,25.359278,2.3398499,805.68878,1403.9215,1
24,999,28,3,0.80937201,39.215687,52.747253,441.0827,Subsistence,Yes,Rice,Yes,60323.52,0,91,None,31.654543,2.0244956,0,1403.9215,5
25,1006,69,4,0.60702902,37.533512,32.258064,614.46814,Subsistence,No,VegitAndRice,Yes,81191.172,0,91,None,18.805321,2.122117,0,1403.9215,7
26,1019,26,3,1.0117151,17.105263,92.617447,751.19965,Subsistence,Yes,Rice,Yes,335971.34,0,11,ApplyFertilizer,18.750153,12.172359,0,1247.595,8
27,1028,65,3,1.821087,37.161293,56.074768,70.928329,Subsistence,No,RiceAndMaize,Yes,225026.73,0,11,None,20.085154,14.728935,944.44446,1247.595,2
28,1040,72,6,1.214058,1.9607843,1.3294336,168.03151,Diversifier,No,RiceMaizeAndVegit,Yes,18690.475,0,83,UseIrrigation,16.933517,2.8488955,1111.1111,1466.6666,9
29,1046,34,3,0.60702902,40,0,172.9736,Subsistence,Yes,Rice,Yes,84000,0,83,None,16.933517,2.8488955,0,1466.6666,4
