,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
1,757,55,5,2.9339736,59.299191,56.410255,379.34903,Diversifier,No,RiceAndMaize,Yes,921355.19,0,101,ApplyImprovedSeed,17.110718,18.963991,414.28571,1144.301,6
2,760,55,4,3.439831,76.719574,71.498627,439.55649,Subsistence,Yes,RiceMaizeAndVegit,Yes,517500.25,7.2886271,101,ApplyFertilizer,16.686722,16.323246,414.28571,1144.301,10
3,775,26,2,1.0117151,0.28490028,100,346.93564,Subsistence,No,Rice,Yes,211552.27,0,101,None,15.547224,15.450228,0,1144.301,8
4,785,45,6,1.618744,0.11376564,33.034172,543.01361,Diversifier,No,RiceAndMaize,Yes,174213.86,0,101,None,15.528296,35.605583,1000,1040.9524,1
5,790,48,3,4.6538892,91.616768,4.2105265,430.60757,Subsistence,No,RiceAndMaize,Yes,2002238.1,0.55666,101,None,21.610201,29.975672,1000,1040.9524,6
6,794,41,3,2.1246016,82.758621,66.666664,204.74426,Subsistence,No,RiceAndMaize,Yes,722360.25,0,121,ApplyImprovedSeed,24.953814,40.267483,660,1232.2581,5
7,796,36,4,1.214058,71.91011,46.666668,879.69434,Subsistence,No,Rice,Yes,274032.25,0,121,None,23.567518,40.029663,0,1232.2581,10
8,808,41,6,2.1246016,73.298431,33.32011,89.899208,Subsistence,Yes,VegitAndRice,Yes,492263.47,0,121,None,24.241726,43.466721,0,1232.2581,4
9,833,38,4,1.618744,93.888885,83.333336,111.19732,Diversifier,No,VegitAndRice,Yes,1100607.1,70.087608,131,None,17.141176,63.180988,0,1138.0952,2
10,838,42,5,3.035145,79.310349,53.262318,1223.0059,Subsistence,Yes,RiceAndMaize,Yes,571551,0,61,ApplyImprovedSeed,19.607719,21.22451,861.11108,1167.816,6
11,839,38,5,4.4515462,79.657143,54.328777,196.56091,Subsistence,Yes,Rice,Yes,1356565.4,0,61,CropMultipleTimes,18.157978,24.519924,861.11108,1167.816,6
12,846,45,9,5.0585752,1.268797,70.571632,280.44788,Diversifier,Yes,RiceAndMaize,Yes,46446.355,0,61,CropMultipleTimes,18.245523,17.551397,861.11108,1167.816,5
13,875,50,4,8.9030924,0.47114253,57.142857,95.360123,AgroPastoralist,No,RiceAndMaize,Yes,905000.13,0,241,None,28.993935,48.845688,777.77777,1104.762,6
14,899,39,10,12.342923,25.161291,66.666664,100.46243,AgroPastoralist,Yes,Rice,Yes,822900,12.539185,23,None,26.899723,33.184685,0,1860,8
15,903,49,6,4.0468602,74.611397,61.363636,47.691296,Subsistence,No,Rice,Yes,234500,29.481133,23,None,18.618727,32.666481,0,1860,9
16,905,47,5,4.3503747,73.426575,38.230087,65.741463,Subsistence,No,RiceAndMaize,Yes,451602.84,38.403408,23,ApplyFertilizer,17.633652,23.394173,611.11108,1138.2858,4
17,913,43,6,0.60702902,17.006804,46.067413,242.16306,Subsistence,Yes,Rice,Yes,323555.97,0,23,ApplyImprovedSeed,27.403379,23.487856,0,1138.2858,9
18,916,50,5,0.60702902,0,44,1138.0565,Subsistence,No,Rice,No,305900,0,23,UseIrrigation,17.229992,23.494534,0,1860,5
19,930,54,2,1.0117151,0.57388806,61.842918,688.92914,Diversifier,No,RiceAndMaize,Yes,217902.25,0,83,None,24.953814,6.0801482,805.68878,1312.6154,7
20,932,32,5,0.60702902,0.25974026,66.666672,634.23657,Subsistence,Yes,Rice,Yes,111587.7,55.941887,83,None,25.176956,4.6154642,0,1312.6154,10
21,940,53,4,1.1128865,25.210085,11.58674,106.92914,Subsistence,Yes,Rice,Yes,197545.19,0,23,None,16.64633,19.416456,611.11108,1138.2858,3
22,944,88,1,0.404686,1.9607843,33.333332,504.09451,Subsistence,No,Rice,Yes,181114.3,0,23,None,18.110004,19.924753,0,1138.2858,9
23,948,51,6,1.0117151,2.0270271,61.016949,438.85873,Subsistence,Yes,Rice,Yes,33138.098,0,23,None,18.110004,19.924753,0,1138.2858,7
24,952,51,6,5.9691186,83.728813,61.211342,49.421032,Subsistence,Yes,Rice,Yes,1521394.6,0,11,UseIrrigation,19.891029,14.589832,0,1247.595,6
25,960,39,5,4.4515462,63.742851,35.874439,68.721436,Subsistence,No,Rice,Yes,887865.81,0,11,UseIrrigationAndFertilizerApplication,19.043732,14.385865,0,1247.595,4
26,984,37,6,1.9222585,81.993568,48.3559,161.78885,Subsistence,No,Rice,Yes,113612.23,0,11,None,26.850933,6.3144779,0,1247.595,1
27,988,56,5,1.618744,0.078926601,17.029972,782.70557,Subsistence,No,Rice,Yes,224484.8,0,11,None,18.825342,7.1197524,0,1247.595,2
28,1014,41,8,2.0234301,87.447701,32.456139,236.23253,Subsistence,No,Rice,Yes,429958.88,48.323952,11,UseIrrigationAndFertilizerApplication,26.420149,12.474558,0,1247.595,6
29,1029,60,3,0.60702902,3.515625,0,421.72614,Subsistence,No,Rice,Yes,194377.77,0,83,None,15.142417,3.2207074,0,1466.6666,9
30,1034,47,6,2.5292876,37.918217,72.837608,106.35406,Subsistence,Yes,RiceAndMaize,Yes,290148.25,0,83,None,18.353739,3.1185381,1111.1111,1466.6666,1
31,1035,35,4,1.3152295,32.432434,78.688522,140.65985,Diversifier,Yes,RiceAndMaize,Yes,23637.527,0,83,None,16.240372,3.1588414,1111.1111,1466.6666,6
32,1049,49,3,1.3152295,0.24096386,0,315.53427,Diversifier,Yes,RiceAndMaize,Yes,121720.29,0,83,CropMultipleTimes,14.396434,3.1201601,1111.1111,1466.6666,4
